sentence,label
Let's take this year's fundraiser to next level !,1
That lame has no clue - I bet he's an easy mark .,1
Nuclear power is the future.,0
Lent lasts from Ash Wednesday to Easter Sunday but not all Christians observe it.,0
In that case A is the st derivative of f at x.,0
Sally: Einstein was smart! Bennie: No diggity ? Sally: No diggity !,1
The Bolsheviks wanted to turn the Soviet people into scientific beings.,0
The dark brown dog is playing with the light brown dog.,0
She has always been very kind and friendly to everyone even strangers.,0
My dear friend will you shake me up a little.,0
Could you front me the drugs and I'll pay you back later?,1
"Can you cum to my party, please?",1
A man in a black hoodie sweater is talking on this phone.,0
A black bird is resting on a power line.,0
All beverages in this shop are free of alcohol.,0
An official consults with a competitor at a martial arts event.,0
Equal Employment Opportunity Commission Abramson went into private practice.,0
I LOLed .,1
"Damn, that girl got a fatty .",1
many people line up and a woman texts.,0
You can't get a good cuppa around here.,1
There is nothing in her manner to express weakness or excite compassion.,0
Got doses ?,1
Touchscreens do not provide haptic feedback.,0
The Auditorium Theatre also exemplifies an architectural technique called compression and expansion.,0
Watch out for the Pavement pizza .,1
For the sociology concept see social class.,0
This class is like watching paint dry .,1
She always managed to make everybody around him smile.,0
Despite that connotation the song was accepted by black and white Rhodesians.,0
His Victoria Cross is displayed at the Museum of Lincolnshire Life in Lincoln England.,0
Fox is the publisher.,0
Let me light your candle .,1
Only it is so wonderful so almost impossible to believe.,0
How would you like to live in Lookingglass House Kitty.,0
I dont want to be City Sealer.,0
Wow dude wp !,1
Please sign on the dotted line.,0
Two older brothers Sir Henry and Thomas both died without issue.,0
Two days later its wreckage was discovered near Racine Wisconsin.,0
Anywho ... I'm going to head home now.,1
A woman in gray cuts cake.,0
Two men and a woman standing behind brown one man band rolling appliances.,0
Assign Glass and Amber two of 6 stars.,0
A woman sitting on the floor eating.,0
A young boy smiles as he hangs from monkey bars.,0
A man and a woman standing on a city street talking to each other.,0
A mewing cat is not a good mouser.,0
They had two children Ganson and Lucia Depew.,0
CJ is a twatwaffle .,1
I'm gonna eat her out .,1
"Man, that's a hell of a set of bolt ons .",1
Man that party was krunk .,1
The large white bird grazes the water.,0
Hey don't shiest my cheddar!,1
That chilf spilled soda on my controller.,1
Whats the weather like at Nationaal park Bạch Mã.,0
"NGL , I think this is the best sandwich I've ever had.",1
However he was not retained.,0
He's just some weird towney .,1
Thus the greater the damages sought the higher the fee to file.,0
"Tango uniform , man!",1
Adults often reminisce about their teenage years.,0
The college decided to ebb their plan for increasing their parking spaces.,0
Since retiring Nordli has had a number of books published.,0
The first Baron also represented Tamworth in Parliament as a Conservative.,0
"I am going to kick yer ass, you goddamn purple-headed yogurt slinger !",1
A black dog runs through the snow.,0
I call Scoobies on this chair while I get a pop!,1
The journal was funded by Swarnakumari Devi.,0
My parents are immigrants.  They worked their fingers to the bone to make sure my sister and I could go to good schools.,1
I will come over tomorrow for the money.,0
There are many different monuments in Druid Hill Park.,0
We should not take for granted how fortunate we have been.,0
"This word is a cognate of the word our, the origin of this word comes from Anglish communities, which use English that is close to 100% Germanic, therefore many Old English terms and Old Germanic terms are revised, this word in particular is believed to be a mistranslation between the Old English word ""ure"" with the German word "" rau "" and the Ancient German word ""unseraz"", this likely happened due to the differences in pronunciation of words among the Anglish community. Possibly the similarity between the pronunciation of the last syllable in ""unseraz"" (raz) and rau could have brought the origin of this word.",1
I'm not going to eat that cheesy gak .,1
The codes are assigned in Bulgarian alphabetical order.,0
You got any trammies ?,1
My ex a thot .,1
Why what a laborious life.,0
She lay in bed staring at her phone.,0
It was a draw .,1
That prude friend of hers is a cock-blocker .,1
"I don't like it when you gleek on me, it's really gross!",1
Let's get liquored on the mutha junkst .,1
I wish she was MY little squeeze .,1
He is immediately smitten by her.,0
I am not going to work for peanuts .,1
"When I saw them together, I shit a brick .",1
It is not found naturally in the Americas.,0
In the trio Europeans he worked with Eberhard Weber and Swiss percussionist Reto Weber.,0
That concert was tired .,1
All submitted assignments will be checked for for plagiarism.,0
That kid is a melv .,1
All buses delivered were bodied by Wrightbus.,0
cheering from a bunch of kids.,0
asian street vendors waiting to sell there merchandise.,0
Summerhill is in the southeast corner of the county and is northeast of Ithaca.,0
The freeway was nearly deserted so they cruised effortlessly to their exit.,0
You can attach the poster using drawing pins.,0
He disappeared presumably being robbed and murdered in the Punjab.,0
I am confuzzled with the comment you just made.,1
That entire lecture went over my head .,1
This is my manor .,1
I have something to say to you.,0
He is buried at Benalla Victoria.,0
You don't know jack !,1
They've started hyping up the summer movies.,1
DiMassa grew up in New Haven Connecticut.,0
You are a dickhead .,1
Let's go smoke some ganje .,1
"Sweet bitch , we won the game!",1
I was really horny so I wacked off .,1
In his book Whats in a Name.,0
They cant do that to me.,0
Most of the interior has been preserved intact.,0
caves mouth and contrast used bamboo and phalaenopsis.,0
Hamiltons ideas formed the basis for the American School of economics.,0
Atribuation has also been given to Caesarius of Heisterbach.,0
Lucca is a great guy always there for you when you need him.,0
She's quite an eyeful .,1
Gawker outed Michael Brutsch as Violentacrez.,1
No need I ordered take away it should be here soon.,0
Even a just cause needs power to win.,0
The cannibal was looking for another victim to appease his appetite.,0
A startled exclamation burst from Ricardo.,0
I can't believe you did the Irish goodbye at your brother's graduation party.,1
An older gentleman sitting on a rail next to a body of water with balloons around him.,0
And this belief grew and haunted him.,0
Don't make any sharp turns: the steering system is all jury-rigged .,1
That girl is completely nastafied .,1
ShivHari continue to perform live together.,0
She is quite the fox .,1
I was discombobulated during the conversation.,1
Two dogs one black the other black and white runs on the beach.,0
That twist stole my money!,1
Youre a friend in need.,0
Improper footwear including wornout shoes can also contribute to shin splints.,0
The policeman drew his truncheon and hit the protester on the shoulder.,0
Thats not too dusty.,0
And dont wear your high hat.,0
I hear you've been talking smack about me.,1
I'm going to the party to find me some cheese .,1
"You new girlfriend is something of a live wire , huh ?",1
That dude thinks he's the shit but he really throwback .,1
During this period he undertook extramural courses in Archaeology and Town Planning.,0
He is such a biscuit !,1
